"id","metrocode","countrycode","regionname","targetable","regionid","metroname","regioncode","countryname","cityname","countryid"
"1008171","","IT","Brescia","true","20536","","IT-BS","Italy","Chiari","2380"
"1008172","","IT","Brescia","true","20536","","IT-BS","Italy","Concesio","2380"
"1008173","","IT","Brescia","true","20536","","IT-BS","Italy","Darfo-Boario Terme","2380"
"1008174","","IT","Brescia","true","20536","","IT-BS","Italy","Desenzano Del Garda","2380"
"1008175","","IT","Brescia","true","20536","","IT-BS","Italy","Gardone Val Trompia","2380"
"1008176","","IT","Brescia","true","20536","","IT-BS","Italy","Gavardo","2380"
"1008177","","IT","Brescia","true","20536","","IT-BS","Italy","Ghedi","2380"
"1008178","","IT","Brescia","true","20536","","IT-BS","Italy","Leno","2380"
"1008179","","IT","Brescia","true","20536","","IT-BS","Italy","Manerbio","2380"
"1008180","","IT","Brescia","true","20536","","IT-BS","Italy","Montichiari","2380"
"1008181","","IT","Brescia","true","20536","","IT-BS","Italy","Nuvolento","2380"
"1008182","","IT","Brescia","true","20536","","IT-BS","Italy","Orzinuovi","2380"
"1008183","","IT","Brescia","true","20536","","IT-BS","Italy","Palazzolo Sull Oglio","2380"
"1008184","","IT","Brescia","true","20536","","IT-BS","Italy","Passirano","2380"
"1008185","","IT","Brescia","true","20536","","IT-BS","Italy","Roncadelle","2380"
"1008186","","IT","Brescia","true","20536","","IT-BS","Italy","Rovato","2380"
"1008187","","IT","Brescia","true","20536","","IT-BS","Italy","Salo","2380"
"1008188","","IT","Brescia","true","20536","","IT-BS","Italy","Vestone","2380"
"1008189","","IT","Brescia","true","20536","","IT-BS","Italy","Villa-Carcina","2380"
"1008190","","IT","Bolzano","true","20537","","IT-BZ","Italy","Bolzano","2380"
"1008191","","IT","Bolzano","true","20537","","IT-BZ","Italy","Bressanone","2380"
"1008192","","IT","Bolzano","true","20537","","IT-BZ","Italy","Bruneck","2380"
"1008193","","IT","Bolzano","true","20537","","IT-BZ","Italy","Caldaro Sulla Strada Del Vino","2380"
"1008194","","IT","Bolzano","true","20537","","IT-BZ","Italy","Laives","2380"
"1008195","","IT","Bolzano","true","20537","","IT-BZ","Italy","Marlengo","2380"
"1008196","","IT","Bolzano","true","20537","","IT-BZ","Italy","Merano","2380"
"1008197","","IT","Bolzano","true","20537","","IT-BZ","Italy","Naturno","2380"
"1008198","","IT","Bolzano","true","20537","","IT-BZ","Italy","Postal","2380"
"1008199","","IT","Bolzano","true","20537","","IT-BZ","Italy","Racines","2380"
"1008200","","IT","Bolzano","true","20537","","IT-BZ","Italy","Sesto","2380"
"1008201","","IT","Bolzano","true","20537","","IT-BZ","Italy","Terlano","2380"
"1008202","","IT","Cagliari","true","20538","","IT-CA","Italy","Cagliari","2380"
"1008203","","IT","Cagliari","true","20538","","IT-CA","Italy","Carbonia","2380"
"1008204","","IT","Cagliari","true","20538","","IT-CA","Italy","Iglesias","2380"
"1008205","","IT","Cagliari","true","20538","","IT-CA","Italy","Quartu Sant Elena","2380"
"1008206","","IT","Cagliari","true","20538","","IT-CA","Italy","Sarroch","2380"
"1008207","","IT","Cagliari","true","20538","","IT-CA","Italy","Selargius","2380"
"1008208","","IT","Campobasso","true","20539","","IT-CB","Italy","Campobasso","2380"
"1008209","","IT","Campobasso","true","20539","","IT-CB","Italy","Guardialfiera","2380"
"1008210","","IT","Campobasso","true","20539","","IT-CB","Italy","Termoli","2380"
"1008211","","IT","Caserta","true","20540","","IT-CE","Italy","Aversa","2380"
"1008212","","IT","Caserta","true","20540","","IT-CE","Italy","Capua","2380"
"1008213","","IT","Caserta","true","20540","","IT-CE","Italy","Casagiove","2380"
"1008214","","IT","Caserta","true","20540","","IT-CE","Italy","Caserta","2380"
"1008215","","IT","Caserta","true","20540","","IT-CE","Italy","Maddaloni","2380"
"1008216","","IT","Caserta","true","20540","","IT-CE","Italy","Marcianise","2380"
"1008217","","IT","Caserta","true","20540","","IT-CE","Italy","Pastorano","2380"
"1008218","","IT","Caserta","true","20540","","IT-CE","Italy","Pratella","2380"
"1008219","","IT","Caserta","true","20540","","IT-CE","Italy","San Nicola la Strada","2380"
"1008220","","IT","Chieti","true","20541","","IT-CH","Italy","Bomba","2380"
"1008221","","IT","Chieti","true","20541","","IT-CH","Italy","Chieti","2380"
"1008222","","IT","Chieti","true","20541","","IT-CH","Italy","Francavilla Al Mare","2380"
"1008223","","IT","Chieti","true","20541","","IT-CH","Italy","Lanciano","2380"
"1008224","","IT","Chieti","true","20541","","IT-CH","Italy","Ortona","2380"
"1008225","","IT","Chieti","true","20541","","IT-CH","Italy","Rocca San Giovanni","2380"
"1008226","","IT","Chieti","true","20541","","IT-CH","Italy","Vasto","2380"
"1008227","","IT","Caltanissetta","true","20542","","IT-CL","Italy","Caltanissetta","2380"
"1008228","","IT","Caltanissetta","true","20542","","IT-CL","Italy","Gela","2380"
"1008229","","IT","Cuneo","true","20543","","IT-CN","Italy","Alba","2380"
"1008230","","IT","Cuneo","true","20543","","IT-CN","Italy","Bene Vagienna","2380"
"1008231","","IT","Cuneo","true","20543","","IT-CN","Italy","Boves","2380"
"1008232","","IT","Cuneo","true","20543","","IT-CN","Italy","Bra","2380"
"1008233","","IT","Cuneo","true","20543","","IT-CN","Italy","Cuneo","2380"
"1008234","","IT","Cuneo","true","20543","","IT-CN","Italy","Dogliani","2380"
"1008235","","IT","Cuneo","true","20543","","IT-CN","Italy","Farigliano","2380"
"1008236","","IT","Cuneo","true","20543","","IT-CN","Italy","Fossano","2380"
"1008237","","IT","Cuneo","true","20543","","IT-CN","Italy","Monchiero","2380"
"1008238","","IT","Cuneo","true","20543","","IT-CN","Italy","Mondovi","2380"
"1008239","","IT","Cuneo","true","20543","","IT-CN","Italy","Racconigi","2380"
"1008240","","IT","Cuneo","true","20543","","IT-CN","Italy","Saluzzo","2380"
"1008241","","IT","Cuneo","true","20543","","IT-CN","Italy","Savigliano","2380"
"1008242","","IT","Cuneo","true","20543","","IT-CN","Italy","Torre San Giorgio","2380"
"1008243","","IT","Como","true","20544","","IT-CO","Italy","Albavilla","2380"
"1008244","","IT","Como","true","20544","","IT-CO","Italy","Alzate Brianza","2380"
"1008245","","IT","Como","true","20544","","IT-CO","Italy","Barzano","2380"
"1008246","","IT","Como","true","20544","","IT-CO","Italy","Cabiate","2380"
"1008247","","IT","Como","true","20544","","IT-CO","Italy","Cantu","2380"
"1008248","","IT","Como","true","20544","","IT-CO","Italy","Canzo","2380"
"1008249","","IT","Como","true","20544","","IT-CO","Italy","Carbonate","2380"
"1008250","","IT","Como","true","20544","","IT-CO","Italy","Como","2380"
"1008251","","IT","Como","true","20544","","IT-CO","Italy","Erba","2380"
"1008252","","IT","Como","true","20544","","IT-CO","Italy","Grandate","2380"
"1008253","","IT","Como","true","20544","","IT-CO","Italy","Guanzate","2380"
"1008254","","IT","Como","true","20544","","IT-CO","Italy","Inverigo","2380"
"1008255","","IT","Como","true","20544","","IT-CO","Italy","Locate Varesino","2380"
"1008256","","IT","Como","true","20544","","IT-CO","Italy","Luisago","2380"
"1008257","","IT","Como","true","20544","","IT-CO","Italy","Mariano Comense","2380"
"1008258","","IT","Como","true","20544","","IT-CO","Italy","Menaggio","2380"
"1008259","","IT","Como","true","20544","","IT-CO","Italy","Merone","2380"
"1008260","","IT","Como","true","20544","","IT-CO","Italy","Mozzate","2380"
"1008261","","IT","Como","true","20544","","IT-CO","Italy","Novedrate","2380"
"1008262","","IT","Como","true","20544","","IT-CO","Italy","Oltrona Di San Mamette","2380"
"1008263","","IT","Como","true","20544","","IT-CO","Italy","Rovellasca","2380"
"1008264","","IT","Como","true","20544","","IT-CO","Italy","Turate","2380"
"1008265","","IT","Cremona","true","20545","","IT-CR","Italy","Casalmaggiore","2380"
"1008266","","IT","Cremona","true","20545","","IT-CR","Italy","Crema","2380"
"1008267","","IT","Cremona","true","20545","","IT-CR","Italy","Cremona","2380"
"1008268","","IT","Cremona","true","20545","","IT-CR","Italy","Torre de Picenardi","2380"
"1008269","","IT","Cosenza","true","20546","","IT-CS","Italy","Castrovillari","2380"
"1008270","","IT","Cosenza","true","20546","","IT-CS","Italy","Cosenza","2380"
"1008271","","IT","Cosenza","true","20546","","IT-CS","Italy","Grimaldi","2380"
"1008272","","IT","Cosenza","true","20546","","IT-CS","Italy","Magli","2380"
"1008273","","IT","Cosenza","true","20546","","IT-CS","Italy","Praia a Mare","2380"
"1008274","","IT","Cosenza","true","20546","","IT-CS","Italy","Rende","2380"
"1008275","","IT","Catania","true","20547","","IT-CT","Italy","Aci Catena","2380"
"1008276","","IT","Catania","true","20547","","IT-CT","Italy","Acireale","2380"
"1008277","","IT","Catania","true","20547","","IT-CT","Italy","Belpasso","2380"
"1008278","","IT","Catania","true","20547","","IT-CT","Italy","Caltagirone","2380"
"1008279","","IT","Catania","true","20547","","IT-CT","Italy","Catania","2380"
"1008280","","IT","Catania","true","20547","","IT-CT","Italy","Giarre","2380"
"1008281","","IT","Catania","true","20547","","IT-CT","Italy","Gravina Di Catania","2380"
"1008282","","IT","Catania","true","20547","","IT-CT","Italy","Misterbianco","2380"
"1008283","","IT","Catania","true","20547","","IT-CT","Italy","Motta Sant'Anastasia","2380"
"1008284","","IT","Catania","true","20547","","IT-CT","Italy","Paterno","2380"
"1008285","","IT","Catania","true","20547","","IT-CT","Italy","Ramacca","2380"
"1008286","","IT","Catania","true","20547","","IT-CT","Italy","San Giovanni la Punta","2380"
"1008287","","IT","Catania","true","20547","","IT-CT","Italy","Sant Agata Li Battiati","2380"
"1008288","","IT","Catania","true","20547","","IT-CT","Italy","Tremestieri Etneo","2380"
"1008289","","IT","Catanzaro","true","20548","","IT-CZ","Italy","Catanzaro","2380"
"1008290","","IT","Catanzaro","true","20548","","IT-CZ","Italy","Pentone","2380"
"1008291","","IT","Catanzaro","true","20548","","IT-CZ","Italy","Sant'Eufemia Lamezia","2380"
"1008292","","IT","Catanzaro","true","20548","","IT-CZ","Italy","Soverato","2380"
"1008293","","IT","Enna","true","20549","","IT-EN","Italy","Enna","2380"
"1008294","","IT","Enna","true","20549","","IT-EN","Italy","Troina","2380"
"1008295","","IT","Ferrara","true","20550","","IT-FE","Italy","Argenta","2380"
"1008296","","IT","Ferrara","true","20550","","IT-FE","Italy","Cento","2380"
"1008297","","IT","Ferrara","true","20550","","IT-FE","Italy","Ferrara","2380"
"1008298","","IT","Ferrara","true","20550","","IT-FE","Italy","Vigarano Mainarda","2380"
"1008299","","IT","Foggia","true","20551","","IT-FG","Italy","Foggia","2380"
"1008300","","IT","Foggia","true","20551","","IT-FG","Italy","Lucera","2380"
"1008301","","IT","Foggia","true","20551","","IT-FG","Italy","San Ferdinando Di Puglia","2380"
"1008302","","IT","Foggia","true","20551","","IT-FG","Italy","San Giovanni Rotondo","2380"
"1008303","","IT","Foggia","true","20551","","IT-FG","Italy","San Severo","2380"
"1008304","","IT","Foggia","true","20551","","IT-FG","Italy","Vico Del Gargano","2380"
"1008305","","IT","Florence","true","20552","","IT-FI","Italy","Badia a Settimo","2380"
"1008306","","IT","Florence","true","20552","","IT-FI","Italy","Calenzano","2380"
"1008307","","IT","Florence","true","20552","","IT-FI","Italy","Campi Bisenzio","2380"
"1008308","","IT","Florence","true","20552","","IT-FI","Italy","Castelfiorentino","2380"
"1008309","","IT","Florence","true","20552","","IT-FI","Italy","Empoli","2380"
"1008310","","IT","Florence","true","20552","","IT-FI","Italy","Figline Valdarno","2380"
"1008311","","IT","Florence","true","20552","","IT-FI","Italy","Florence","2380"
"1008312","","IT","Florence","true","20552","","IT-FI","Italy","Fucecchio","2380"
"1008313","","IT","Florence","true","20552","","IT-FI","Italy","Gambassi Terme","2380"
"1008314","","IT","Florence","true","20552","","IT-FI","Italy","Greve","2380"
"1008315","","IT","Florence","true","20552","","IT-FI","Italy","Impruneta","2380"
"1008316","","IT","Florence","true","20552","","IT-FI","Italy","Montaione","2380"
"1008317","","IT","Florence","true","20552","","IT-FI","Italy","Montelupo Fiorentino","2380"
"1008318","","IT","Florence","true","20552","","IT-FI","Italy","Osmannoro","2380"
"1008319","","IT","Florence","true","20552","","IT-FI","Italy","Pontassieve","2380"
"1008320","","IT","Florence","true","20552","","IT-FI","Italy","Scandicci","2380"
"1008321","","IT","Florence","true","20552","","IT-FI","Italy","Sesto Fiorentino","2380"
"1008322","","IT","Florence","true","20552","","IT-FI","Italy","Settimello","2380"
"1008323","","IT","Florence","true","20552","","IT-FI","Italy","Vinci","2380"
"1008324","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Bertinoro","2380"
"1008325","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Cesena","2380"
"1008326","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Forli","2380"
"1008327","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Longiano","2380"
"1008328","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Mercato Saraceno","2380"
"1008329","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Modigliana","2380"
"1008330","","IT","Forlì-Cesena","true","20553","","IT-FO","Italy","Sogliano Al Rubicone","2380"
"1008331","","IT","Frosinone","true","20554","","IT-FR","Italy","Anagni","2380"
"1008332","","IT","Frosinone","true","20554","","IT-FR","Italy","Cassino","2380"
"1008333","","IT","Frosinone","true","20554","","IT-FR","Italy","Fiuggi","2380"
"1008334","","IT","Frosinone","true","20554","","IT-FR","Italy","Frosinone","2380"
"1008335","","IT","Genoa","true","20555","","IT-GE","Italy","Arenzano","2380"
"1008336","","IT","Genoa","true","20555","","IT-GE","Italy","Chiavari","2380"
"1008337","","IT","Genoa","true","20555","","IT-GE","Italy","Genova","2380"
"1008338","","IT","Genoa","true","20555","","IT-GE","Italy","Rapallo","2380"
"1008339","","IT","Genoa","true","20555","","IT-GE","Italy","Recco","2380"
"1008340","","IT","Genoa","true","20555","","IT-GE","Italy","Sant Olcese","2380"
"1008341","","IT","Genoa","true","20555","","IT-GE","Italy","Voltri","2380"
"1008342","","IT","Gorizia","true","20556","","IT-GO","Italy","Cormons","2380"
"1008343","","IT","Gorizia","true","20556","","IT-GO","Italy","Gorizia","2380"
"1008344","","IT","Gorizia","true","20556","","IT-GO","Italy","Grado","2380"
"1008345","","IT","Gorizia","true","20556","","IT-GO","Italy","Monfalcone","2380"
"1008346","","IT","Grosseto","true","20557","","IT-GR","Italy","Follonica","2380"
"1008347","","IT","Grosseto","true","20557","","IT-GR","Italy","Grosseto","2380"
"1008348","","IT","Imperia","true","20558","","IT-IM","Italy","Bordighera","2380"
"1008349","","IT","Imperia","true","20558","","IT-IM","Italy","Imperia","2380"
"1008350","","IT","Imperia","true","20558","","IT-IM","Italy","Sanremo","2380"
"1008351","","IT","Imperia","true","20558","","IT-IM","Italy","Ventimiglia","2380"
"1008352","","IT","Isernia","true","20559","","IT-IS","Italy","Isernia","2380"
"1008353","","IT","Crotone","true","20560","","IT-KR","Italy","Crotone","2380"
"1008354","","IT","Crotone","true","20560","","IT-KR","Italy","Isola Di Capo Rizzuto","2380"
"1008355","","IT","Lecco","true","20561","","IT-LC","Italy","Calo","2380"
"1008356","","IT","Lecco","true","20561","","IT-LC","Italy","Casatenovo","2380"
"1008357","","IT","Lecco","true","20561","","IT-LC","Italy","Cesana Brianza","2380"
"1008358","","IT","Lecco","true","20561","","IT-LC","Italy","Lecco","2380"
"1008359","","IT","Lecco","true","20561","","IT-LC","Italy","Merate","2380"
"1008360","","IT","Lecco","true","20561","","IT-LC","Italy","Oggiono","2380"
"1008361","","IT","Lecco","true","20561","","IT-LC","Italy","Olginate","2380"
"1008362","","IT","Lecco","true","20561","","IT-LC","Italy","Valmadrera","2380"
"1008363","","IT","Lecce","true","20562","","IT-LE","Italy","Casarano","2380"
"1008364","","IT","Lecce","true","20562","","IT-LE","Italy","Cavallino","2380"
"1008365","","IT","Lecce","true","20562","","IT-LE","Italy","Gallipoli","2380"
"1008366","","IT","Lecce","true","20562","","IT-LE","Italy","Lecce","2380"
"1008367","","IT","Lecce","true","20562","","IT-LE","Italy","Maglie","2380"
"1008368","","IT","Lecce","true","20562","","IT-LE","Italy","Masseria Fattizze","2380"
"1008369","","IT","Lecce","true","20562","","IT-LE","Italy","San Cesario Di Lecce","2380"
"1008370","","IT","Livorno","true","20563","","IT-LI","Italy","Cecina","2380"
"1008371","","IT","Livorno","true","20563","","IT-LI","Italy","Collesalvetti","2380"
"1008372","","IT","Livorno","true","20563","","IT-LI","Italy","Livorno","2380"
"1008373","","IT","Livorno","true","20563","","IT-LI","Italy","Piombino","2380"
"1008374","","IT","Livorno","true","20563","","IT-LI","Italy","Portoferraio","2380"
"1008375","","IT","Livorno","true","20563","","IT-LI","Italy","Rosignana Solvay","2380"
"1008376","","IT","Livorno","true","20563","","IT-LI","Italy","Rosignano Marittimo","2380"
"1008377","","IT","Lodi","true","20564","","IT-LO","Italy","Casalpusterlengo","2380"
"1008378","","IT","Lodi","true","20564","","IT-LO","Italy","Codogno","2380"
"1008379","","IT","Lodi","true","20564","","IT-LO","Italy","Lodi","2380"
"1008380","","IT","Latina","true","20565","","IT-LT","Italy","Aprilia","2380"
"1008381","","IT","Latina","true","20565","","IT-LT","Italy","Fondi","2380"
"1008382","","IT","Latina","true","20565","","IT-LT","Italy","Formia","2380"
"1008383","","IT","Latina","true","20565","","IT-LT","Italy","Latina","2380"
"1008384","","IT","Latina","true","20565","","IT-LT","Italy","Minturno","2380"
"1008385","","IT","Latina","true","20565","","IT-LT","Italy","Priverno","2380"
"1008386","","IT","Latina","true","20565","","IT-LT","Italy","Sonnino","2380"
"1008387","","IT","Latina","true","20565","","IT-LT","Italy","Terracina","2380"
"1008388","","IT","Lucca","true","20566","","IT-LU","Italy","Capannori","2380"
"1008389","","IT","Lucca","true","20566","","IT-LU","Italy","Lucca","2380"
"1008390","","IT","Lucca","true","20566","","IT-LU","Italy","Monsagrati","2380"
"1008391","","IT","Lucca","true","20566","","IT-LU","Italy","Pietrasanta","2380"
"1008392","","IT","Lucca","true","20566","","IT-LU","Italy","Querceta","2380"
"1008393","","IT","Lucca","true","20566","","IT-LU","Italy","Viareggio","2380"
"1008394","","IT","Macerata","true","20567","","IT-MC","Italy","Civitanova Marche","2380"
"1008395","","IT","Macerata","true","20567","","IT-MC","Italy","Macerata","2380"
"1008396","","IT","Macerata","true","20567","","IT-MC","Italy","Porto Recanati","2380"
"1008397","","IT","Macerata","true","20567","","IT-MC","Italy","Recanati","2380"
"1008398","","IT","Macerata","true","20567","","IT-MC","Italy","Tolentino","2380"
"1008399","","IT","Messina","true","20568","","IT-ME","Italy","Barcellona Pozzo Di Gotto","2380"
"1008400","","IT","Messina","true","20568","","IT-ME","Italy","Capo d'Orlando","2380"
"1008401","","IT","Messina","true","20568","","IT-ME","Italy","Lipari","2380"
"1008402","","IT","Messina","true","20568","","IT-ME","Italy","Messina","2380"
"1008403","","IT","Messina","true","20568","","IT-ME","Italy","Milazzo","2380"
"1008404","","IT","Messina","true","20568","","IT-ME","Italy","Piraino","2380"
"1008405","","IT","Messina","true","20568","","IT-ME","Italy","Taormina","2380"
"1008406","","IT","Milan","true","20569","","IT-MI","Italy","Abbiategrasso","2380"
"1008407","","IT","Milan","true","20569","","IT-MI","Italy","Agrate Brianza","2380"
"1008408","","IT","Milan","true","20569","","IT-MI","Italy","Arcore","2380"
"1008409","","IT","Milan","true","20569","","IT-MI","Italy","Arese","2380"
"1008410","","IT","Milan","true","20569","","IT-MI","Italy","Arluno","2380"
"1008411","","IT","Milan","true","20569","","IT-MI","Italy","Assago","2380"
"1008412","","IT","Milan","true","20569","","IT-MI","Italy","Bareggio","2380"
"1008413","","IT","Milan","true","20569","","IT-MI","Italy","Bellusco","2380"
"1008414","","IT","Milan","true","20569","","IT-MI","Italy","Bernareggio","2380"
"1008415","","IT","Milan","true","20569","","IT-MI","Italy","Biassono","2380"
"1008416","","IT","Milan","true","20569","","IT-MI","Italy","Binasco","2380"
"1008417","","IT","Milan","true","20569","","IT-MI","Italy","Bollate","2380"
"1008418","","IT","Milan","true","20569","","IT-MI","Italy","Bovisio Masciago","2380"
"1008419","","IT","Milan","true","20569","","IT-MI","Italy","Bresso","2380"
"1008420","","IT","Milan","true","20569","","IT-MI","Italy","Brugherio","2380"
"1008421","","IT","Milan","true","20569","","IT-MI","Italy","Buccinasco","2380"
"1008422","","IT","Milan","true","20569","","IT-MI","Italy","Busnago","2380"
"1008423","","IT","Milan","true","20569","","IT-MI","Italy","Bussero","2380"
"1008424","","IT","Milan","true","20569","","IT-MI","Italy","Cambiago","2380"
"1008425","","IT","Milan","true","20569","","IT-MI","Italy","Carate Brianza","2380"
"1008426","","IT","Milan","true","20569","","IT-MI","Italy","Carugate","2380"
"1008427","","IT","Milan","true","20569","","IT-MI","Italy","Cassano d Adda","2380"
"1008428","","IT","Milan","true","20569","","IT-MI","Italy","Cassina de Pecchi","2380"
"1008429","","IT","Milan","true","20569","","IT-MI","Italy","Castano Primo","2380"
"1008430","","IT","Milan","true","20569","","IT-MI","Italy","Cernusco","2380"
"1008431","","IT","Milan","true","20569","","IT-MI","Italy","Cerro Maggiore","2380"
"1008432","","IT","Milan","true","20569","","IT-MI","Italy","Cesano Boscone","2380"
"1008433","","IT","Milan","true","20569","","IT-MI","Italy","Cesano Maderno","2380"
"1008434","","IT","Milan","true","20569","","IT-MI","Italy","Cesate","2380"
"1008435","","IT","Milan","true","20569","","IT-MI","Italy","Cinisello Balsamo","2380"
"1008436","","IT","Milan","true","20569","","IT-MI","Italy","Cologno Monzese","2380"
"1008437","","IT","Milan","true","20569","","IT-MI","Italy","Concorezzo","2380"
"1008438","","IT","Milan","true","20569","","IT-MI","Italy","Cormano","2380"
"1008439","","IT","Milan","true","20569","","IT-MI","Italy","Cornaredo","2380"
"1008440","","IT","Milan","true","20569","","IT-MI","Italy","Cornate d'Adda","2380"
"1008441","","IT","Milan","true","20569","","IT-MI","Italy","Corsico","2380"
"1008442","","IT","Milan","true","20569","","IT-MI","Italy","Cusago","2380"
"1008443","","IT","Milan","true","20569","","IT-MI","Italy","Cusano Milanino","2380"
"1008444","","IT","Milan","true","20569","","IT-MI","Italy","Desio","2380"
"1008445","","IT","Milan","true","20569","","IT-MI","Italy","Garbagnate Milanese","2380"
"1008446","","IT","Milan","true","20569","","IT-MI","Italy","Gessate","2380"
"1008447","","IT","Milan","true","20569","","IT-MI","Italy","Giussano","2380"
"1008448","","IT","Milan","true","20569","","IT-MI","Italy","Gorgonzola","2380"
"1008449","","IT","Milan","true","20569","","IT-MI","Italy","Inveruno","2380"
"1008450","","IT","Milan","true","20569","","IT-MI","Italy","Lacchiarella","2380"
"1008451","","IT","Milan","true","20569","","IT-MI","Italy","Lainate","2380"
"1008452","","IT","Milan","true","20569","","IT-MI","Italy","Legnano","2380"
"1008453","","IT","Milan","true","20569","","IT-MI","Italy","Limbiate","2380"
"1008454","","IT","Milan","true","20569","","IT-MI","Italy","Lissone","2380"
"1008455","","IT","Milan","true","20569","","IT-MI","Italy","Macherio","2380"
"1008456","","IT","Milan","true","20569","","IT-MI","Italy","Magenta","2380"
"1008457","","IT","Milan","true","20569","","IT-MI","Italy","Magnago","2380"
"1008458","","IT","Milan","true","20569","","IT-MI","Italy","Marcallo Con Casone","2380"
"1008459","","IT","Milan","true","20569","","IT-MI","Italy","Meda","2380"
"1008460","","IT","Milan","true","20569","","IT-MI","Italy","Melegnano","2380"
"1008461","","IT","Milan","true","20569","","IT-MI","Italy","Melzo","2380"
"1008462","","IT","Milan","true","20569","","IT-MI","Italy","Mezzago","2380"
"1008463","","IT","Milan","true","20569","","IT-MI","Italy","Milan","2380"
"1008464","","IT","Milan","true","20569","","IT-MI","Italy","Monza","2380"
"1008465","","IT","Milan","true","20569","","IT-MI","Italy","Muggio","2380"
"1008466","","IT","Milan","true","20569","","IT-MI","Italy","Nerviano","2380"
"1008467","","IT","Milan","true","20569","","IT-MI","Italy","Nosate","2380"
"1008468","","IT","Milan","true","20569","","IT-MI","Italy","Nova Milanese","2380"
"1008469","","IT","Milan","true","20569","","IT-MI","Italy","Novate Milanese","2380"
"1008470","","IT","Milan","true","20569","","IT-MI","Italy","Opera","2380"
"1008471","","IT","Milan","true","20569","","IT-MI","Italy","Ornago","2380"
"1008472","","IT","Milan","true","20569","","IT-MI","Italy","Paderno Dugnano","2380"
"1008473","","IT","Milan","true","20569","","IT-MI","Italy","Parabiago","2380"
"1008474","","IT","Milan","true","20569","","IT-MI","Italy","Pastrengo","2380"
"1008475","","IT","Milan","true","20569","","IT-MI","Italy","Pero","2380"
"1008476","","IT","Milan","true","20569","","IT-MI","Italy","Peschiera Borromeo","2380"
"1008477","","IT","Milan","true","20569","","IT-MI","Italy","Pessano","2380"
"1008478","","IT","Milan","true","20569","","IT-MI","Italy","Pioltello","2380"
"1008479","","IT","Milan","true","20569","","IT-MI","Italy","Pogliano Milanese","2380"
"1008480","","IT","Milan","true","20569","","IT-MI","Italy","Pregnana Milanese","2380"
"1008481","","IT","Milan","true","20569","","IT-MI","Italy","Rescaldina","2380"
"1008482","","IT","Milan","true","20569","","IT-MI","Italy","Rho","2380"
"1008483","","IT","Milan","true","20569","","IT-MI","Italy","Rodano","2380"
"1008484","","IT","Milan","true","20569","","IT-MI","Italy","Rozzano","2380"
"1008485","","IT","Milan","true","20569","","IT-MI","Italy","San Donato Milanese","2380"
"1008486","","IT","Milan","true","20569","","IT-MI","Italy","San Giuliano Milanese","2380"
"1008487","","IT","Milan","true","20569","","IT-MI","Italy","San Vittore Olona","2380"
"1008488","","IT","Milan","true","20569","","IT-MI","Italy","Segrate","2380"
"1008489","","IT","Milan","true","20569","","IT-MI","Italy","Senago","2380"
"1008490","","IT","Milan","true","20569","","IT-MI","Italy","Seregno","2380"
"1008491","","IT","Milan","true","20569","","IT-MI","Italy","Sesto San Giovanni","2380"
"1008492","","IT","Milan","true","20569","","IT-MI","Italy","Settala","2380"
"1008493","","IT","Milan","true","20569","","IT-MI","Italy","Settimo Milanese","2380"
"1008494","","IT","Milan","true","20569","","IT-MI","Italy","Seveso","2380"
"1008495","","IT","Milan","true","20569","","IT-MI","Italy","Solaro","2380"
"1008496","","IT","Milan","true","20569","","IT-MI","Italy","Trezzano Rosa","2380"
"1008497","","IT","Milan","true","20569","","IT-MI","Italy","Trezzano Sul Naviglio","2380"
"1008498","","IT","Milan","true","20569","","IT-MI","Italy","Trezzo Sull Adda","2380"
"1008499","","IT","Milan","true","20569","","IT-MI","Italy","Tribiano","2380"
"1008500","","IT","Milan","true","20569","","IT-MI","Italy","Triuggio","2380"
"1008501","","IT","Milan","true","20569","","IT-MI","Italy","Turbigo","2380"
"1008502","","IT","Milan","true","20569","","IT-MI","Italy","Vaprio d Adda","2380"
"1008503","","IT","Milan","true","20569","","IT-MI","Italy","Vignate","2380"
"1008504","","IT","Milan","true","20569","","IT-MI","Italy","Villa Cortese","2380"
"1008505","","IT","Milan","true","20569","","IT-MI","Italy","Villasanta","2380"
"1008506","","IT","Milan","true","20569","","IT-MI","Italy","Vimercate","2380"
"1008507","","IT","Milan","true","20569","","IT-MI","Italy","Vimodrone","2380"
"1008508","","IT","Milan","true","20569","","IT-MI","Italy","Vittuone","2380"
"1008509","","IT","Mantua","true","20570","","IT-MN","Italy","Asola","2380"
"1008510","","IT","Mantua","true","20570","","IT-MN","Italy","Castel Goffredo","2380"
"1008511","","IT","Mantua","true","20570","","IT-MN","Italy","Castellucchio","2380"
"1008512","","IT","Mantua","true","20570","","IT-MN","Italy","Castiglione Delle Stiviere","2380"
"1008513","","IT","Mantua","true","20570","","IT-MN","Italy","Mantova","2380"
"1008514","","IT","Mantua","true","20570","","IT-MN","Italy","Ostiglia","2380"
